Header 
, Condition: ,FullMap
,SubjectNumber: Test
,Time Started: 12-30_11-49-12
***** 
1, practice, 0,0,0
1, practice, 500,0.02216657,0.2284807
1, practice, 1000,-0.2171199,2.057712
1, practice, 1500,-0.8228207,2.504797
1, practice, 2000,-0.8228207,2.504797
1, practice, 2500,-0.8228207,2.504797
1, practice, 3000,-0.8228207,2.504797
1, practice, 3500,-0.8228207,2.504797
1, practice, 4000,-0.8228207,2.504797
1, practice, 4500,-0.8228207,2.504797
1, experiment, 0,-0.8228207,2.504797
1, experiment, 500,0.08697584,0.6986571
1, experiment, 1000,-0.3830369,2.498501
1, experiment, 1500,-0.3889959,2.600288
1, experiment, 2000,-0.3889959,2.600288
1, experiment, 2500,-0.3889959,2.600288
1, experiment, 3000,-0.09355572,3.724727
1, experiment, 3500,0.2500044,5.68133
1, experiment, 4000,0.384149,7.681593
1, experiment, 4500,0.522362,9.670336
