Header 
, Condition: ,Temp minimap placeholder
,SubjectNumber: oogly
,Time Started: 12-29_11-09-06
***** 
1, practice, 0,0,0
1, practice, 500,0.1040924,0.5944845
1, practice, 1000,0.7654937,2.431066
1, practice, 1500,0.7090864,4.431687
1, practice, 2000,0.9897449,6.39464
1, practice, 2500,1.176037,8.383391
1, experiment, 0,1.297555,9.749537
1, experiment, 500,0.5610639,1.529427
1, experiment, 1000,1.094365,3.444312
1, experiment, 1500,1.403906,5.414666
1, experiment, 2000,1.440981,7.414899
1, experiment, 2500,1.412792,9.418892
